id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
14891,45,unemployed,married,secondary,Lisboa,0,2040.0,0,0,telephone,2,feb,803,1,-1,0,unknown,1
14892,64,retired,married,secondary,Porto,0,4083.0,0,0,cellular,18,aug,117,1,-1,0,unknown,0
14893,33,blue-collar,married,primary,Lisboa,1,-542.0,1,0,cellular,6,may,116,2,-1,0,unknown,0
14894,47,blue-collar,divorced,secondary,unknown,0,506.0,0,0,cellular,24,jul,134,1,-1,0,unknown,0
14895,32,unemployed,married,tertiary,unknown,0,283.0,1,0,cellular,22,jul,151,2,-1,0,unknown,0
14896,31,services,married,secondary,unknown,0,2050.0,1,0,cellular,18,nov,271,5,-1,0,unknown,0
14897,36,management,married,tertiary,Porto,0,5367.0,0,0,cellular,31,aug,324,1,455,2,failure,0
14898,33,administrator,married,secondary,unknown,0,48.0,1,0,cellular,18,may,164,5,294,3,failure,0
14899,34,housemaid,married,primary,unknown,0,0.0,1,0,cellular,4,feb,77,1,-1,0,unknown,0
14900,40,administrator,married,secondary,Lisboa,0,1565.0,1,1,cellular,17,nov,288,2,-1,0,unknown,0
14901,33,technician,single,secondary,unknown,0,1160.3203615862533,0,0,cellular,19,aug,255,1,-1,0,unknown,0
14902,29,blue-collar,divorced,unknown,Lisboa,0,17.0,1,0,unknown,13,may,31,2,-1,0,unknown,0
14903,48,technician,married,secondary,unknown,0,504.0,0,1,cellular,6,aug,227,3,-1,0,unknown,0
14904,58,management,married,tertiary,Lisboa,0,2142.0,1,0,cellular,4,feb,41,2,274,3,failure,0
14905,47,administrator,single,tertiary,unknown,0,178.0,0,0,telephone,5,feb,17,6,-1,0,unknown,0
14906,47,management,married,tertiary,Braga,0,866.0,0,0,unknown,20,jun,7,7,-1,0,unknown,0
14907,47,blue-collar,married,secondary,Porto,0,182.0,1,0,telephone,10,jul,39,1,-1,0,unknown,1
14908,47,blue-collar,married,primary,unknown,0,421.0,1,1,unknown,5,jun,52,1,-1,0,unknown,0
14909,29,blue-collar,single,secondary,unknown,0,262.0,1,0,cellular,20,apr,130,2,-1,0,unknown,0
14910,35,administrator,married,secondary,Braga,0,-312.0,0,0,cellular,30,apr,116,1,21,1,failure,0
14911,53,blue-collar,married,primary,Porto,0,1868.0,0,0,cellular,8,aug,156,4,-1,0,unknown,0
14912,48,management,married,secondary,Lisboa,0,0.0,1,0,telephone,23,jul,90,2,-1,0,unknown,0
14913,42,administrator,divorced,secondary,Porto,0,23.0,0,1,unknown,27,jun,397,1,-1,0,unknown,0
14914,48,administrator,married,secondary,Lisboa,0,35.0,0,0,cellular,27,aug,80,4,-1,0,unknown,0
14915,79,retired,married,primary,Lisboa,0,429.0,0,0,telephone,8,jul,1006,2,-1,0,unknown,1
14916,47,blue-collar,married,primary,Porto,0,17.0,0,0,cellular,8,aug,121,2,-1,0,unknown,0
14917,53,management,married,tertiary,unknown,0,1356.0,1,0,cellular,21,may,429,1,193,6,failure,0
14918,57,services,married,secondary,Porto,0,8266.0,1,0,telephone,21,nov,162,1,-1,0,unknown,0
14919,34,management,married,tertiary,unknown,0,-422.0,1,0,cellular,30,jan,458,3,-1,0,unknown,0
14920,37,technician,single,secondary,unknown,1,-56.0,1,0,cellular,6,aug,291,4,-1,0,unknown,0
14921,51,administrator,married,secondary,unknown,0,3.0,0,1,unknown,23,may,259,2,-1,0,unknown,0
14922,47,services,divorced,secondary,unknown,0,201.0,1,0,unknown,6,may,92,2,-1,0,unknown,0
14923,33,housemaid,married,primary,unknown,0,1.0,1,0,cellular,8,jul,135,1,-1,0,unknown,0
14924,47,blue-collar,married,secondary,unknown,0,947.0,0,1,cellular,29,aug,24,17,-1,0,unknown,0
14925,52,administrator,married,primary,unknown,0,448.0,1,0,cellular,7,may,82,1,-1,0,unknown,0
14926,34,management,single,tertiary,Lisboa,0,612.0,0,0,cellular,30,apr,192,1,-1,0,unknown,0
14927,52,technician,married,secondary,Porto,0,0.0,0,0,cellular,2,jun,541,3,-1,0,unknown,1
14928,37,management,single,tertiary,Porto,0,33.0,1,0,cellular,12,mar,186,1,-1,0,unknown,1
14929,48,administrator,divorced,secondary,Porto,0,955.0,1,0,cellular,4,feb,108,2,265,3,other,0
14930,53,services,married,primary,unknown,0,8918.0,1,0,telephone,23,jul,173,2,-1,0,unknown,0
14931,38,management,married,tertiary,unknown,0,8.0,1,0,cellular,15,may,17,8,-1,0,unknown,0
14932,32,entrepreneur,married,secondary,unknown,0,390.0,0,0,cellular,30,nov,152,1,-1,0,unknown,0
14933,31,administrator,single,secondary,unknown,0,476.0,0,0,cellular,9,feb,284,2,-1,0,unknown,0
14934,35,management,single,tertiary,unknown,0,244.0,1,0,unknown,12,may,225,1,-1,0,unknown,0
14935,27,administrator,single,secondary,Porto,0,1408.0,0,0,cellular,27,may,242,2,-1,0,unknown,0
14936,27,unemployed,single,secondary,unknown,0,0.0,1,0,cellular,21,jul,53,6,-1,0,unknown,0
14937,43,blue-collar,married,primary,unknown,0,517.0,1,0,cellular,20,apr,138,2,263,7,failure,0
14938,25,blue-collar,married,secondary,Lisboa,0,1025.0,1,0,unknown,28,may,478,2,-1,0,unknown,0
14939,22,student,single,secondary,Amadora,0,4038.0,1,0,cellular,15,may,1380,1,-1,0,unknown,0
14940,50,management,married,secondary,unknown,0,633.0,0,1,telephone,17,nov,302,1,111,6,failure,0
14941,38,management,married,unknown,Porto,0,546.0,1,0,cellular,7,may,437,3,351,2,failure,0
14942,45,blue-collar,married,secondary,Braga,0,1511.3736456576603,1,0,cellular,2,feb,91,1,-1,0,unknown,0
14943,43,technician,married,secondary,Porto,0,10.0,0,0,cellular,26,aug,301,16,-1,0,unknown,0
14944,56,management,married,tertiary,unknown,0,746.0,0,0,cellular,30,apr,193,2,-1,0,unknown,0
14945,40,blue-collar,single,secondary,Lisboa,0,282.0,1,0,cellular,14,aug,70,4,-1,0,unknown,0
14946,56,retired,divorced,secondary,unknown,0,1886.0,1,0,cellular,19,nov,682,1,-1,0,unknown,0
14947,51,technician,married,secondary,unknown,0,221.0,1,0,unknown,7,may,139,3,-1,0,unknown,0
14948,35,administrator,married,secondary,unknown,0,498.0,1,0,unknown,21,may,248,1,-1,0,unknown,0
14949,48,management,divorced,tertiary,Braga,0,5041.0,1,0,unknown,2,jun,362,1,-1,0,unknown,0
14950,39,management,married,secondary,unknown,0,1410.0,1,0,cellular,23,may,55,1,-1,0,unknown,0
14951,27,administrator,single,secondary,Amadora,0,-145.0,1,0,telephone,15,may,289,8,-1,0,unknown,0
14952,41,blue-collar,married,primary,unknown,0,3136.0,1,0,cellular,19,nov,820,1,-1,0,unknown,1
14953,48,self-employed,married,secondary,unknown,0,884.0,1,0,cellular,31,jul,118,2,-1,0,unknown,0
14954,31,services,single,secondary,unknown,0,85.0,0,0,cellular,16,jul,151,1,-1,0,unknown,0
14955,35,self-employed,married,secondary,unknown,0,5613.0,1,0,cellular,28,jul,699,3,-1,0,unknown,1
14956,55,technician,married,tertiary,unknown,0,1354.0,0,0,cellular,21,aug,545,4,-1,0,unknown,0
14957,41,blue-collar,married,primary,Lisboa,0,3140.0,1,0,unknown,13,may,87,9,-1,0,unknown,0
14958,59,housemaid,married,primary,Lisboa,0,5501.0,0,0,unknown,9,jun,172,4,-1,0,unknown,0
14959,40,technician,married,secondary,Lisboa,0,186.0,1,0,cellular,19,nov,137,1,-1,0,unknown,0
14960,63,unknown,married,secondary,unknown,0,367.0,0,0,telephone,2,sep,173,1,182,7,failure,0
14961,34,administrator,single,tertiary,unknown,0,625.0,0,1,unknown,31,aug,34,1,-1,0,unknown,1
14962,30,blue-collar,married,secondary,unknown,0,3.0,0,0,cellular,15,may,42,2,297,1,failure,0
14963,41,blue-collar,married,secondary,unknown,0,113.0,0,0,cellular,25,jul,92,15,-1,0,unknown,0
14964,34,management,married,tertiary,unknown,0,6203.0,0,0,telephone,21,nov,34,2,-1,0,unknown,0
14965,31,blue-collar,married,primary,Lisboa,0,855.0,1,1,unknown,20,may,172,4,-1,0,unknown,0
14966,61,retired,married,primary,unknown,0,56.0,0,0,cellular,7,sep,288,3,-1,0,unknown,1
14967,55,housemaid,divorced,primary,Lisboa,0,0.0,0,0,unknown,20,jun,398,2,-1,0,unknown,0
14968,45,administrator,divorced,tertiary,Lisboa,0,569.0,1,0,cellular,14,may,228,1,-1,0,unknown,0
14969,51,management,divorced,tertiary,unknown,0,45.0,0,0,cellular,19,aug,95,4,-1,0,unknown,0
14970,49,housemaid,married,secondary,Porto,0,905.0,0,0,cellular,25,aug,102,4,-1,0,unknown,0
14971,59,retired,married,primary,Porto,0,866.0,0,1,cellular,2,feb,88,1,208,1,other,0
14972,42,services,married,secondary,Lisboa,0,1376.0,1,0,cellular,2,mar,712,4,-1,0,unknown,1
14973,40,technician,single,tertiary,unknown,0,4.0,1,0,cellular,24,jul,155,1,-1,0,unknown,0
14974,45,retired,divorced,secondary,Amadora,0,1735.0,0,1,unknown,17,jun,306,1,-1,0,unknown,0
14975,29,services,single,secondary,unknown,0,1027.061089901172,0,1,cellular,17,jul,309,2,-1,0,unknown,0
14976,50,administrator,single,secondary,unknown,0,26.0,0,1,telephone,24,jul,179,4,-1,0,unknown,0
14977,45,administrator,married,secondary,unknown,0,236.0,0,0,cellular,20,aug,703,2,-1,0,unknown,1
14978,31,management,single,tertiary,Lisboa,0,357.0,1,0,unknown,23,may,77,3,-1,0,unknown,0
14979,37,services,married,secondary,unknown,0,1483.0,0,0,unknown,20,jun,32,9,-1,0,unknown,0
14980,41,blue-collar,married,secondary,Lisboa,0,523.0,1,0,cellular,6,apr,232,3,-1,0,unknown,0
14981,47,retired,divorced,secondary,Lisboa,0,47.0,0,0,cellular,29,jan,489,1,-1,0,unknown,0
14982,56,retired,married,secondary,unknown,0,74.0,1,0,unknown,26,may,152,2,-1,0,unknown,0
14983,58,management,married,tertiary,unknown,0,172.0,0,0,cellular,19,aug,145,7,-1,0,unknown,0
14984,32,services,single,secondary,unknown,0,2251.0,1,1,cellular,18,nov,131,1,124,1,failure,0
14985,34,management,married,tertiary,unknown,0,815.0,0,0,cellular,17,nov,161,2,-1,0,unknown,0
14986,55,blue-collar,married,primary,Braga,0,2896.0,0,0,unknown,17,jun,138,3,-1,0,unknown,0
14987,52,technician,divorced,secondary,unknown,0,409.0,1,0,unknown,15,may,73,7,-1,0,unknown,0
14988,31,administrator,single,secondary,unknown,0,92.0,1,0,cellular,7,jul,401,2,-1,0,unknown,0
14989,34,blue-collar,married,secondary,unknown,1,-745.0,1,1,cellular,11,jul,131,2,-1,0,unknown,0
14990,37,unemployed,single,primary,Porto,0,1241.0,0,0,unknown,9,jun,60,2,-1,0,unknown,0
14991,41,administrator,married,secondary,unknown,0,2993.0,1,0,cellular,22,jul,24,12,-1,0,unknown,0
14992,38,services,married,secondary,Lisboa,0,741.0,1,0,cellular,11,may,363,1,343,2,failure,0
14993,42,housemaid,single,primary,Lisboa,0,5774.0,1,0,unknown,15,may,54,2,-1,0,unknown,0
14994,54,technician,divorced,secondary,Lisboa,0,2156.0,1,0,cellular,30,apr,258,1,86,5,success,1
14995,54,services,married,secondary,unknown,0,158.0,1,0,unknown,19,may,198,1,-1,0,unknown,0
14996,59,blue-collar,divorced,unknown,unknown,0,454.0,1,0,cellular,10,jul,293,1,-1,0,unknown,0
14997,58,retired,married,secondary,Lisboa,0,2553.0,0,0,cellular,14,aug,366,2,-1,0,unknown,0
14998,28,administrator,single,secondary,unknown,0,-281.0,1,0,cellular,8,may,144,4,340,4,other,0
14999,35,services,single,secondary,Porto,0,544.0,1,0,cellular,7,may,91,1,345,2,failure,0
15000,24,blue-collar,single,secondary,unknown,0,5482.0,1,0,cellular,18,may,424,2,-1,0,unknown,0
15001,35,management,single,tertiary,Lisboa,0,304.0,1,0,cellular,19,nov,274,2,-1,0,unknown,0
15002,43,entrepreneur,married,primary,Lisboa,0,346.0,1,0,cellular,21,nov,9,5,-1,0,unknown,0
15003,42,unemployed,married,primary,Lisboa,0,259.0,1,0,unknown,15,may,155,6,-1,0,unknown,0
15004,26,student,single,tertiary,unknown,1,47.0,0,1,cellular,17,jul,257,2,-1,0,unknown,0
15005,25,student,single,secondary,Porto,0,203.0,0,0,cellular,4,may,108,1,-1,0,unknown,0
15006,32,technician,single,tertiary,Amadora,0,4.0,1,0,cellular,30,apr,311,1,-1,0,unknown,0
15007,33,blue-collar,married,secondary,Lisboa,0,263.0,1,0,unknown,21,may,206,3,-1,0,unknown,0
15008,51,management,married,tertiary,unknown,0,1686.9002876933637,1,0,unknown,3,jun,272,1,-1,0,unknown,0
15009,37,technician,single,secondary,unknown,0,103.0,1,0,cellular,30,jul,124,3,-1,0,unknown,0
15010,45,management,single,primary,unknown,0,707.0,1,0,cellular,29,jan,78,1,-1,0,unknown,0
15011,39,management,married,tertiary,unknown,0,756.0,1,0,unknown,2,jun,268,1,-1,0,unknown,0
15012,53,blue-collar,married,secondary,Lisboa,0,208.0,0,0,unknown,20,jun,333,15,-1,0,unknown,0
15013,36,management,single,tertiary,Porto,0,613.0,0,0,cellular,7,aug,86,2,-1,0,unknown,0
15014,44,technician,married,secondary,unknown,0,267.0,0,0,cellular,22,aug,520,2,-1,0,unknown,1
15015,26,blue-collar,single,secondary,Lisboa,1,81.0,0,1,cellular,8,jul,803,2,-1,0,unknown,1
15016,55,management,divorced,tertiary,unknown,0,2171.0,1,1,cellular,13,may,318,2,176,1,success,0
15017,44,services,divorced,secondary,unknown,0,0.0,1,1,unknown,13,may,97,1,-1,0,unknown,0
15018,33,management,single,secondary,unknown,0,2915.0,0,0,cellular,6,aug,126,2,-1,0,unknown,0
15019,38,administrator,married,secondary,unknown,0,272.0,1,1,unknown,9,jun,174,2,-1,0,unknown,0
15020,34,entrepreneur,single,tertiary,Porto,0,2856.0,1,0,cellular,21,nov,165,2,-1,0,unknown,0
15021,42,management,married,tertiary,Lisboa,0,484.0,1,0,cellular,11,jul,144,2,-1,0,unknown,0
15022,47,services,single,secondary,unknown,0,897.0,1,0,telephone,13,may,48,4,176,2,failure,0
15023,50,blue-collar,divorced,secondary,Lisboa,0,2402.0,1,0,unknown,19,may,219,1,-1,0,unknown,0
15024,38,blue-collar,married,secondary,unknown,0,1027.0,1,0,cellular,15,may,12,5,-1,0,unknown,0
15025,56,management,married,tertiary,unknown,0,14344.0,1,0,cellular,5,feb,358,1,-1,0,unknown,0
15026,51,technician,divorced,tertiary,unknown,0,3962.0,1,0,cellular,2,feb,267,1,-1,0,unknown,0
15027,33,self-employed,married,tertiary,unknown,0,1144.0788512583076,1,0,cellular,12,mar,102,2,184,2,failure,0
15028,59,entrepreneur,married,tertiary,unknown,0,146.0,1,0,cellular,12,may,97,3,365,6,failure,0
15029,50,blue-collar,married,primary,unknown,0,65.0,1,0,telephone,12,may,11,1,-1,0,unknown,0
15030,35,technician,single,tertiary,unknown,0,1362.0,1,0,unknown,21,may,230,2,-1,0,unknown,0
15031,33,technician,single,secondary,unknown,0,0.0,1,0,cellular,9,feb,91,3,236,4,other,0
15032,76,retired,divorced,primary,unknown,0,802.0,0,0,cellular,9,mar,241,1,181,5,success,1
15033,28,management,single,tertiary,Porto,0,5474.0,0,0,cellular,4,feb,181,4,191,5,success,0
15034,37,services,single,tertiary,Porto,0,72.0,1,0,cellular,13,may,98,2,370,1,failure,0
15035,33,management,divorced,tertiary,Porto,0,471.0,0,0,unknown,23,may,215,4,-1,0,unknown,0
15036,61,housemaid,married,primary,Lisboa,0,848.0,0,0,cellular,27,apr,605,1,187,1,other,0
15037,47,management,single,tertiary,unknown,0,334.0,1,0,cellular,26,mar,360,1,326,8,failure,1
15038,54,entrepreneur,married,tertiary,Porto,0,1544.0,0,1,cellular,24,jul,82,3,-1,0,unknown,0
15039,39,management,married,tertiary,Porto,0,-4.0,0,0,cellular,10,jul,358,1,-1,0,unknown,0
15040,33,management,divorced,tertiary,Porto,0,348.0,0,0,cellular,11,aug,71,2,-1,0,unknown,0
15041,50,technician,married,primary,unknown,0,139.0,0,0,unknown,5,may,114,2,-1,0,unknown,0
15042,45,blue-collar,married,secondary,unknown,0,1478.890625001769,0,1,cellular,18,jul,274,3,-1,0,unknown,0
15043,37,management,married,tertiary,Lisboa,0,26.0,0,0,cellular,17,jun,151,7,62,4,failure,0
15044,51,technician,married,secondary,Lisboa,0,1670.658777365418,0,0,cellular,18,feb,442,2,-1,0,unknown,1
15045,43,administrator,married,primary,Coimbra,0,-516.0,1,0,unknown,28,may,438,2,-1,0,unknown,0
15046,51,services,married,secondary,unknown,0,0.0,0,0,cellular,18,jul,439,3,-1,0,unknown,0
15047,29,blue-collar,married,primary,Lisboa,0,79.0,1,0,cellular,18,may,27,4,356,2,failure,0
15048,35,blue-collar,married,secondary,unknown,0,457.0,1,0,cellular,17,apr,69,1,322,2,failure,0
15049,42,technician,divorced,secondary,unknown,0,-106.0,1,0,unknown,29,may,95,1,-1,0,unknown,0
15050,61,administrator,married,unknown,unknown,0,1088.0,1,0,cellular,20,may,254,1,359,1,failure,0
15051,38,management,married,tertiary,unknown,0,-1884.0,1,0,cellular,6,may,82,2,289,1,failure,0
15052,67,retired,married,primary,Lisboa,0,8465.0,0,0,cellular,26,feb,234,1,-1,0,unknown,0
15053,37,administrator,married,secondary,unknown,0,637.0,0,0,unknown,5,jun,1084,1,-1,0,unknown,0
15054,40,services,married,secondary,unknown,0,-192.0,1,0,cellular,11,may,666,1,-1,0,unknown,1
15055,30,blue-collar,married,secondary,Lisboa,0,203.0,1,0,cellular,5,may,18,6,-1,0,unknown,0
15056,35,housemaid,single,primary,unknown,0,745.0,0,0,telephone,5,jun,522,3,-1,0,unknown,1
15057,56,administrator,divorced,primary,unknown,0,207.0,1,0,unknown,3,jun,88,4,-1,0,unknown,0
15058,39,blue-collar,married,secondary,Lisboa,0,298.0,1,0,unknown,20,may,216,1,-1,0,unknown,0
15059,56,technician,divorced,secondary,Lisboa,0,0.0,0,0,cellular,26,aug,471,8,-1,0,unknown,0
15060,60,self-employed,married,secondary,Porto,0,546.0,0,0,cellular,4,aug,428,2,-1,0,unknown,0
15061,40,management,married,secondary,Porto,0,406.0,1,0,unknown,12,jun,577,2,-1,0,unknown,1
15062,32,management,single,tertiary,Lisboa,0,537.0,0,0,unknown,29,may,187,3,-1,0,unknown,0
15063,38,technician,married,secondary,unknown,0,217.0,0,1,cellular,16,jul,93,3,-1,0,unknown,0
15064,46,technician,single,secondary,Lisboa,0,401.0,0,0,unknown,19,aug,69,2,-1,0,unknown,0
15065,28,blue-collar,married,secondary,unknown,0,1020.0,1,0,unknown,28,may,251,1,-1,0,unknown,0
15066,59,retired,married,primary,unknown,0,1427.0,0,0,unknown,18,jun,140,2,-1,0,unknown,0
15067,36,entrepreneur,married,tertiary,unknown,0,1248.083682604105,1,0,cellular,7,may,272,1,-1,0,unknown,0
15068,33,management,married,tertiary,unknown,0,11149.0,1,0,unknown,21,may,418,2,-1,0,unknown,0
15069,59,management,married,tertiary,unknown,0,1920.935810407635,0,0,cellular,23,sep,244,1,92,3,success,1
15070,34,blue-collar,married,primary,Lisboa,0,3868.0,1,0,cellular,18,may,134,1,350,1,failure,0
15071,49,services,married,secondary,unknown,0,1314.0,0,0,cellular,14,aug,834,2,-1,0,unknown,1
15072,32,blue-collar,married,secondary,Lisboa,0,2089.0,1,0,cellular,19,nov,192,1,5,1,success,0
15073,44,technician,single,secondary,Lisboa,0,-34.0,0,1,cellular,27,aug,14,13,-1,0,unknown,0
15074,43,unemployed,married,secondary,unknown,0,0.0,1,1,cellular,23,sep,183,2,184,13,failure,1
15075,31,technician,single,tertiary,Lisboa,0,1109.0,0,0,cellular,5,feb,642,1,167,2,failure,1
15076,43,management,divorced,secondary,Lisboa,0,0.0,0,0,cellular,7,jul,75,3,-1,0,unknown,0
15077,58,management,married,tertiary,Lisboa,0,44.0,1,0,unknown,15,may,288,2,-1,0,unknown,0
15078,48,management,single,secondary,unknown,0,1582.8954563475663,1,0,cellular,21,jul,257,2,-1,0,unknown,0
15079,37,services,married,secondary,unknown,0,-21.0,1,1,unknown,23,may,61,2,-1,0,unknown,0
15080,59,unemployed,married,secondary,unknown,0,729.0,0,0,cellular,4,feb,99,1,-1,0,unknown,0
15081,37,administrator,single,secondary,Lisboa,0,-332.0,1,0,unknown,23,may,284,2,-1,0,unknown,0
15082,30,technician,single,tertiary,unknown,0,799.0,1,1,unknown,6,jun,91,18,-1,0,unknown,0
15083,48,technician,married,secondary,Lisboa,0,7373.0,1,0,unknown,14,may,126,1,-1,0,unknown,0
15084,41,management,single,tertiary,unknown,0,416.0,1,0,cellular,12,aug,1476,2,-1,0,unknown,0
15085,30,services,single,tertiary,unknown,0,108.0,1,0,unknown,26,may,282,8,-1,0,unknown,0
15086,30,management,married,tertiary,unknown,0,805.0,0,0,cellular,10,aug,134,3,194,1,failure,0
15087,33,technician,single,secondary,Braga,0,2481.0,0,0,cellular,12,aug,104,2,-1,0,unknown,0
15088,40,administrator,married,unknown,unknown,0,9110.0,1,0,telephone,19,nov,89,3,-1,0,unknown,0
15089,57,retired,divorced,primary,unknown,0,698.0,0,0,telephone,1,jun,53,2,-1,0,unknown,0
15090,31,administrator,single,tertiary,unknown,0,-194.0,0,0,unknown,21,may,165,2,-1,0,unknown,0
15091,49,blue-collar,married,secondary,unknown,0,5058.0,0,0,cellular,12,may,255,2,357,4,failure,0
15092,34,services,married,secondary,Lisboa,0,241.0,1,0,cellular,17,apr,1364,2,147,1,other,0
15093,35,blue-collar,married,secondary,unknown,0,-557.0,1,1,unknown,21,may,249,1,-1,0,unknown,0
15094,35,blue-collar,married,primary,Coimbra,0,108.0,1,0,unknown,9,may,200,4,-1,0,unknown,0
15095,51,blue-collar,married,secondary,unknown,0,4787.0,1,0,cellular,7,apr,895,1,-1,0,unknown,1
15096,56,blue-collar,married,secondary,unknown,0,2190.0,0,1,unknown,12,jun,270,1,-1,0,unknown,0
15097,44,blue-collar,married,secondary,Amadora,0,406.0,1,0,unknown,4,jun,222,1,-1,0,unknown,0
15098,29,management,single,tertiary,unknown,0,1043.3026002291176,0,0,cellular,22,may,491,1,-1,0,unknown,1
15099,32,services,married,secondary,unknown,0,180.0,1,0,cellular,15,may,45,2,-1,0,unknown,0
15100,29,technician,single,secondary,unknown,0,510.0,1,0,unknown,16,jun,179,15,-1,0,unknown,0
15101,32,management,married,secondary,unknown,0,3935.0,1,0,unknown,29,may,129,2,-1,0,unknown,0
15102,33,technician,married,tertiary,Lisboa,0,2728.0,0,0,cellular,5,aug,295,2,-1,0,unknown,0
15103,43,management,married,secondary,unknown,0,452.0,1,0,unknown,16,may,107,2,-1,0,unknown,0
15104,46,administrator,married,primary,Porto,0,40.0,1,0,unknown,7,may,591,3,-1,0,unknown,0
15105,54,blue-collar,married,secondary,Lisboa,0,2059.0,1,0,cellular,25,aug,177,4,-1,0,unknown,0
15106,31,blue-collar,married,secondary,Lisboa,0,892.0,1,0,cellular,29,jul,25,22,-1,0,unknown,0
15107,39,technician,single,secondary,Lisboa,0,556.0,1,0,unknown,29,may,322,1,-1,0,unknown,0
15108,44,housemaid,divorced,primary,unknown,0,629.0,0,0,cellular,30,jul,432,4,-1,0,unknown,0
15109,60,retired,married,secondary,Porto,0,926.0,1,0,unknown,13,may,291,2,-1,0,unknown,0
15110,31,technician,married,tertiary,unknown,0,0.0,1,1,unknown,13,may,164,2,-1,0,unknown,0
15111,41,unemployed,divorced,primary,Lisboa,0,487.0,0,0,cellular,16,nov,163,1,200,1,failure,0
15112,51,self-employed,married,secondary,unknown,0,-201.0,0,1,cellular,9,jul,153,2,-1,0,unknown,0
15113,43,blue-collar,married,secondary,Lisboa,0,948.0,1,0,cellular,17,apr,185,1,336,2,other,0
15114,36,entrepreneur,married,secondary,unknown,0,227.0,0,0,cellular,19,nov,294,2,-1,0,unknown,0
15115,64,retired,married,secondary,unknown,0,1220.0,0,0,cellular,7,dec,138,1,-1,0,unknown,0
15116,33,technician,married,secondary,unknown,0,668.0,1,1,cellular,13,may,771,2,173,4,other,0
15117,37,technician,single,secondary,unknown,0,779.0,1,0,unknown,28,may,85,1,-1,0,unknown,0
15118,26,blue-collar,single,secondary,Lisboa,0,2613.0,0,0,cellular,29,jan,435,2,-1,0,unknown,0
15119,44,self-employed,married,tertiary,Lisboa,0,134.0,0,0,cellular,28,aug,86,4,-1,0,unknown,0
15120,51,management,married,tertiary,Lisboa,0,1854.0,1,1,cellular,7,may,166,3,338,2,failure,0
15121,36,entrepreneur,married,secondary,unknown,0,1215.6006619482137,1,0,cellular,8,apr,34,3,-1,0,unknown,0
15122,36,blue-collar,married,secondary,Porto,0,723.0,1,0,cellular,31,jul,101,2,-1,0,unknown,0
15123,46,blue-collar,married,unknown,Lisboa,0,990.0,1,0,cellular,9,jul,420,1,-1,0,unknown,0
15124,39,blue-collar,married,primary,unknown,0,279.0,1,0,unknown,5,may,361,1,-1,0,unknown,0
15125,43,management,married,tertiary,unknown,0,704.0,0,0,cellular,18,jul,116,1,-1,0,unknown,0
15126,29,administrator,single,secondary,unknown,0,103.0,0,0,cellular,9,feb,502,5,-1,0,unknown,0
15127,32,technician,single,tertiary,unknown,0,2185.0,0,0,cellular,20,nov,354,2,-1,0,unknown,0
15128,39,entrepreneur,married,tertiary,unknown,0,2644.0,1,0,unknown,20,may,253,1,-1,0,unknown,0
15129,22,management,single,tertiary,unknown,0,104.0,0,1,cellular,16,apr,330,3,-1,0,unknown,1
15130,58,retired,married,secondary,unknown,0,919.0,1,1,cellular,30,apr,329,2,346,2,failure,0
15131,33,management,married,tertiary,unknown,0,0.0,1,0,cellular,19,nov,295,1,170,1,failure,0
15132,58,retired,married,secondary,Braga,0,-205.0,1,0,unknown,23,may,253,2,-1,0,unknown,0
15133,37,administrator,married,tertiary,unknown,0,103.0,1,1,cellular,27,apr,81,3,-1,0,unknown,0
15134,28,technician,single,tertiary,Coimbra,0,0.0,1,0,unknown,4,jun,205,6,-1,0,unknown,0
15135,33,management,single,tertiary,Amadora,0,48.0,1,0,cellular,19,nov,308,2,-1,0,unknown,0
15136,49,technician,married,tertiary,Braga,0,8422.0,1,0,cellular,20,nov,166,3,-1,0,unknown,0
15137,51,administrator,divorced,secondary,Lisboa,0,-338.0,1,0,cellular,29,jul,97,2,-1,0,unknown,0
15138,59,retired,married,primary,Porto,0,468.0,1,0,cellular,8,jul,71,1,-1,0,unknown,0
15139,31,blue-collar,married,secondary,unknown,0,-88.0,1,0,unknown,20,may,202,6,-1,0,unknown,0
15140,29,services,married,secondary,Porto,0,399.0,0,0,cellular,18,dec,454,6,199,1,failure,0
15141,46,self-employed,married,tertiary,Lisboa,0,2421.0,0,0,cellular,19,nov,1084,1,100,4,failure,1
15142,40,technician,married,secondary,Lisboa,0,1159.0,0,0,telephone,21,oct,19,1,-1,0,unknown,0
15143,43,blue-collar,married,primary,unknown,0,250.0,1,0,cellular,12,may,144,5,342,16,failure,0
15144,28,blue-collar,married,secondary,unknown,0,379.0,0,1,cellular,17,jul,164,1,-1,0,unknown,0
15145,26,blue-collar,married,primary,unknown,0,178.0,1,0,unknown,4,jun,833,2,-1,0,unknown,0
15146,37,technician,married,secondary,Coimbra,0,3728.0,0,0,unknown,20,jun,55,4,-1,0,unknown,0
15147,52,management,married,primary,Lisboa,0,226.0,1,0,cellular,9,may,86,4,-1,0,unknown,0
15148,28,blue-collar,single,unknown,Coimbra,0,913.0,1,0,unknown,27,may,580,2,-1,0,unknown,0
15149,30,services,married,secondary,unknown,0,253.0,1,0,cellular,5,may,235,2,-1,0,unknown,0
15150,60,administrator,divorced,secondary,Lisboa,0,3020.0,1,0,unknown,15,may,131,1,-1,0,unknown,0
